caldt,vwretd,tbill
20160608,0.003516,1.71
20160609,-0.001697,1.68
20160610,-0.009141,1.64
20160613,-0.007757,1.62
20160614,-0.001673,1.62
20160615,-0.001711,1.6
20160616,0.003261,1.57
20160617,-0.003229,1.62
20160620,0.005859,1.67
20160621,0.002732,1.71
20160622,-0.001645,1.69
20160623,0.013333,1.74
20160624,-0.035723,1.57
20160627,-0.018011,1.46
20160628,0.017815,1.46
20160629,0.017256,1.5
20160630,0.013529,1.49
20160701,0.002169,1.46
20160705,-0.006639,1.37
20160706,0.005709,1.38
20160707,-0.000774,1.4
20160708,0.015192,1.37
20160711,0.003447,1.43
20160712,0.006791,1.53
20160713,0.000253,1.48
20160714,0.005231,1.53
20160715,-0.000962,1.6
20160718,0.002433,1.59
20160719,-0.001407,1.56
20160720,0.004373,1.59
20160721,-0.003588,1.57
20160722,0.004509,1.57
20160725,-0.00288,1.58
20160726,0.000199,1.57
20160727,-0.001334,1.52
20160728,0.001742,1.52
20160729,0.001739,1.46
20160801,-0.001183,1.51
20160802,-0.006411,1.55
20160803,0.003364,1.55
20160804,0.000503,1.51
20160805,0.008638,1.59
20160808,-0.000817,1.59
20160809,0.000379,1.55
20160810,-0.002326,1.5
20160811,0.004847,1.57
20160812,-0.000708,1.51
20160815,0.002835,1.55
20160816,-0.005339,1.57
20160817,0.002046,1.56
20160818,0.002338,1.53
20160819,-0.001407,1.58
20160822,-0.000531,1.55
20160823,0.001901,1.55
20160824,-0.005186,1.56
20160825,-0.001417,1.58
20160826,-0.001507,1.62
20160829,0.005327,1.57
20160830,-0.001856,1.57
20160831,-0.002113,1.58
20160901,0.000062,1.57
20160902,0.004168,1.6
20160906,0.003045,1.55
20160907,0.000049,1.54
20160908,-0.002217,1.61
20160909,-0.024623,1.67
20160912,0.014852,1.68
20160913,-0.014474,1.73
20160914,-0.000553,1.7
20160915,0.010269,1.71
20160916,-0.00371,1.7
20160919,-0.000098,1.7
20160920,0.000339,1.69
20160921,0.010844,1.66
20160922,0.006607,1.63
20160923,-0.005616,1.62
20160926,-0.008565,1.59
20160927,0.006603,1.56
20160928,0.00542,1.57
20160929,-0.009335,1.56
20160930,0.008021,1.6
20161003,-0.003092,1.63
20161004,-0.004863,1.69
20161005,0.004639,1.72
20161006,0.000282,1.75
20161007,-0.003269,1.73
20161010,0.004571,1.72
20161011,-0.012474,1.77
20161012,0.00121,1.79
20161013,-0.002939,1.75
20161014,0.000234,1.8
20161017,-0.003031,1.77
20161018,0.006191,1.75
20161019,0.002284,1.76
20161020,-0.001259,1.76
20161021,0.000169,1.74
20161024,0.004968,1.77
20161025,-0.003734,1.77
20161026,-0.001806,1.79
20161027,-0.002978,1.85
20161028,-0.003026,1.86
20161031,0.000017,1.84
20161101,-0.006804,1.83
20161102,-0.006457,1.81
20161103,-0.004079,1.82
20161104,-0.001766,1.79
20161107,0.022186,1.83
20161108,0.004279,1.88
20161109,0.010919,2.07
20161110,0.001676,2.15
20161111,-0.001388,1.88
20161114,-0.000078,2.23
20161115,0.007828,2.23
20161116,-0.001269,2.22
20161117,0.004581,2.29
20161118,-0.00234,2.34
20161121,0.007546,2.33
20161122,0.002337,2.31
20161123,0.000806,2.36
20161125,0.003954,2.36
20161128,-0.00509,2.32
20161129,0.001574,2.3
20161130,-0.002682,2.37
20161201,-0.003684,2.45
20161202,0.000426,2.4
20161205,0.005921,2.39
20161206,0.003435,2.39
20161207,0.013385,2.34
20161208,0.002241,2.4
20161209,0.005862,2.47
20161212,-0.00111,2.49
20161213,0.006688,2.48
20161214,-0.008034,2.54
20161215,0.00383,2.6
20161216,-0.001763,2.6
20161219,0.002005,2.54
20161220,0.003783,2.57
20161221,-0.002423,2.55
20161222,-0.001929,2.55
20161223,0.001354,2.55
20161227,0.002297,2.57
20161228,-0.008145,2.51
20161229,-0.000246,2.49
20161230,-0.004634,2.45
